evidence_id,source_id,nbs_id,suitability_family_id,variable,relationship,context,use_role,evidence_type,claim_basis,claim_scope,lineage_of,extraction_confidence,quote,page,reviewer_ok,raw_name,taxon,observed_dataset,attribution,locator_type,locator,commit_sha,justification_quote,justification_page,selection_justification,selection_justification_page
ev_market_value_chain_castle21_1,castle_sr_2021,agroforestry,agroforestry__planted_silvoarable,market_value_chain,,,structural_suitability,scoping_candidate,primary_measured,practice_technology,,high,"even with these direct offsets, an increased labor requirement, increased difficulty in farm management, or lack of market access may still deter farmers from adopting the promoted agroforestry practice(s).",27,false,market access,,,"Synthesised finding across incentive-pathway intervention studies in Castle et al. (2021) p.27; covers Haggar et al. 2017, Hegde & Bull 2011, Pagiola et al. 2016, Pender et al. 2008.",page,,,,,,
ev_slope_fesenmyer25_1,fesenmyer_2025,agroforestry,agroforestry__regeneration_farmland,slope,"{""direction"": ""positive_within_range"", ""raw_min"": ""20%"", ""raw_max"": ""35%"", ""raw_unit"": ""percent_slope"", ""converted_min_deg"": 11.3, ""converted_max_deg"": 19.3, ""converted_unit"": ""degrees"", ""note"": ""Moderate hillslope range for water quality reforestation scenario. Practice is forest reforestation; slope is technology-driven so threshold cautiously transferable to F2 regeneration-based AF on hillslopes.""}",,structural_suitability,literature_relationship,table,practice_technology,,medium,"hillslopes of 20–35% or ﬂoodplains. These locations are a focus of local reforestation efforts (e.g., the Nature Conservancy/American Forest Foundation Mississippi Delta Floodplain Restoration Program) due to their low potential for land use change conﬂict, high water quality beneﬁts (e.g., nutrient retention and soil stabilization42), and contribution to climate adaptation (e.g., ﬂood mitigation43,44).",5,false,hillslopes of 20–35%,,,Table 1 Scenario 6 (Water quality). Forest reforestation context; agroforestry regeneration family relevance flagged.,page,,,,,,
ev_tree_canopy_cover_fesenmyer25_1,fesenmyer_2025,agroforestry,agroforestry__planted_silvoarable,tree_canopy_cover,"{""direction"": ""negative_above_threshold"", ""threshold"": 60, ""threshold_unit"": ""percent_canopy_cover"", ""note"": ""Areas with ≥60% potential tree cover are existing forest, excluded from new tree planting. Implies AF establishment opportunity spans open to semi-open canopy conditions below this threshold.""}",,structural_suitability,literature_relationship,modelled,practice_technology,,high,"we deﬁned forests much more conservatively, as areas that can support 60% or more tree cover, to exclude open woodlands and savannas",3,false,60% or more tree cover,,,Forest potential definition combining Bastin et al. 2019 and Walker et al. 2022. Reforestation mapping context; threshold marks upper boundary of AF new-establishment opportunity.,page,,,,,,
ev_tenure_security_fesenmyer25_1,fesenmyer_2025,agroforestry,agroforestry__planted_silvoarable,tenure_security,"{""direction"": ""positive"", ""note"": ""Secure land tenure is an enabling condition for tree planting. Directional claim only; no numeric suitability threshold. Area-reduction figures (195/116 Mha, 40%) not present in this quote — remove or source separately.""}",,structural_suitability,literature_relationship,table,practice_technology,,low,Formally recognized land rights and tenure have been identiﬁed as enabling conditions for successful reforestation,5,false,secure land tenure,,,"[VERIFY-FLAG mismatch: Note field embeds quantitative claims (195 Mha → 116 Mha, 40% reduction) absent from the supplied quote; quote is purely] Table 1 Scenario 3 (Secure land tenure). Cites Rakotonarivo et al. 2023. Reforestation context; operational_constraint enabler transferable to agroforestry.",page,,,,,,
ev_accessibility_travel_time_fesenmyer25_1,fesenmyer_2025,agroforestry,agroforestry__planted_silvoarable,accessibility_travel_time,"{""direction"": ""negative_within_threshold"", ""threshold"": 60, ""threshold_unit"": ""minutes_walk"", ""note"": ""Areas within 1-h walk of highly deprived communities are excluded as high-conflict zones for reforestation per this source. Any re-framing as AF opportunity requires separate evidence.""}",,structural_suitability,literature_relationship,table,practice_technology,,low,"excluding areas within a 1-h walk from communities with high deprivation, where reforestation may conﬂict with the livelihoods of impoverished rural populations with high nature-dependence for food and fuel",5,false,1-h walk from communities with high deprivation,,,"[VERIFY-FLAG mismatch: Quote states hard exclusion ('excluding areas within a 1-h walk'); direction encoded as 'caution_within_threshold' under] Table 1 Scenario 4 (Low rural livelihood conflict). Cites Schultz et al. 2022, Fleischman et al. 2022. Reforestation exclusion reinterpreted as AF social-safeguard proximity flag.",page,,,,,,
ev_tree_canopy_cover_sprenkle24_1,sprenkle_hyppolite_2024,agroforestry,agroforestry__planted_silvoarable,tree_canopy_cover,"{""threshold"": 25, ""direction"": ""below"", ""unit"": ""percent_tree_cover"", ""note"": ""agricultural land eligible for TCA defined as <25% baseline tree cover; above this counted as forestry""}",,structural_suitability,literature_relationship,modelled,practice_technology,,high,we used 25% tree cover as a cutoff in order to avoid any double counting of natural climate solution potential with forestry-based solutions,4,false,tree cover,,,Potapov et al. 2022 (cropland layer); forest cover datasets,page,,,"While definitions of forests using tree cover differ (depending on the use and ecosystem, definitions range from 10 to 30%) and agriculture does occur in areas with > 25% tree cover, we used 25% tree cover as a cutoff in order to avoid any double counting of natural climate solution potential with forestry-based solutions",4,,
ev_tree_canopy_cover_sprenkle24_2,sprenkle_hyppolite_2024,agroforestry,agroforestry__planted_silvoarable,tree_canopy_cover,"{""opt_high"": 27, ""unit"": ""percent_tree_cover"", ""note"": ""Delphi-elicited mean maximum tree cover across all biomes and agricultural systems without reducing yields; SD=16%""}",,structural_suitability,literature_relationship,expert_assertion,practice_technology,,high,The mean estimation across all biomes and agricultural systems was 27% with a relatively large standard deviation of 16%.,11,false,maximum tree cover,,,Delphi expert elicitation across 53 regional cropping and grazing system categories,page,,,,,Expert-elicited maximum tree cover per biome/land-use type that maximizes tree density without significantly reducing long-term agricultural yields,4
ev_tree_canopy_cover_sprenkle24_3,sprenkle_hyppolite_2024,agroforestry,agroforestry__shaded_perennial,tree_canopy_cover,"{""opt_high"": 35, ""unit"": ""percent_tree_cover"", ""note"": ""Delphi-elicited maximum in forested biomes; paper notes this approaches shade-agroforestry level — caution warranted for shade-intolerant crops""}","{""biome_group"": ""forested_biomes""}",structural_suitability,literature_relationship,expert_assertion,practice_technology,,high,"The mean estimation across forested biomes was around 35%, a level that is sometimes considered shade-agroforestry, so these estimations must be applied with caution and close monitoring of agricultural yield impacts on shade-intolerant crops.",11,false,maximum tree cover,,,Delphi expert elicitation,page,,,"The mean estimation across forested biomes was around 35%, a level that is sometimes considered shade-agroforestry, so these estimations must be applied with caution and close monitoring of agricultural yield impacts on shade-intolerant crops.",11,,
ev_tree_canopy_cover_sprenkle24_4,sprenkle_hyppolite_2024,agroforestry,agroforestry__planted_silvoarable,tree_canopy_cover,"{""opt_low"": 21, ""opt_high"": 42, ""unit"": ""percent_tree_cover"", ""note"": ""Range across forest biomes for cropland; Moist Broadleaf=21%, Dry Broadleaf=42%; Delphi expert elicitation""}","{""biome_group"": ""forest_biomes"", ""land_use"": ""cropland""}",structural_suitability,literature_relationship,expert_assertion,practice_technology,,high,The mean estimated maximum in croplands in Temperate and Tropical/Subtropical Forest biomes range from 21% in Moist Broadleaf Forests up to 42% for cropland in Dry Broadleaf Forests.,7,false,maximum tree cover,,,"Delphi expert elicitation, Temperate and Tropical/Subtropical Forest biomes",page,,,,,,
ev_tree_canopy_cover_sprenkle24_5,sprenkle_hyppolite_2024,agroforestry,agroforestry__silvopastoral,tree_canopy_cover,"{""mean_delta"": 18, ""unit"": ""percent_tree_cover_increase"", ""note"": ""Mean tree cover increase from baseline to expert-estimated maximum in tropical/subtropical Grasslands, Savannas & Shrublands (grazing lands); delta not absolute maximum""}","{""biome_group"": ""tropical_subtropical_grasslands_savannas_shrublands"", ""land_use"": ""grazing_land""}",structural_suitability,literature_relationship,expert_assertion,practice_technology,,low,"tropical/subtropical GSS comprising more than half of the global potential at 0.81 Pg CO2 yr− 1 over the largest number of hectares (543 M), with a mean tree cover increase of 18% (Table 3).",10,false,mean tree cover increase,,,"[VERIFY-FLAG mismatch: Quote states mean delta (tree cover increase of 18%), not an optimum ceiling; encoding as opt_high misrepresents a chang] Delphi expert elicitation, Table 3",page,,,,,,
ev_soil_ph_fsrp22_1,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,soil_ph,,,structural_suitability,scoping_candidate,cited_secondary,practice_technology,,high,"A significant share of Ethiopia's agricultural soils is not as productive as they could be due to a suboptimal pH level. According to Ethiopian Soil Information System data, 28 percent of soils are acidic while a significant proportion are alkaline.",82,false,soil pH,,,"Ethiopia country context, citing Ethiopian Soil Information System",page,,,,,,
ev_soil_organic_carbon_fsrp22_1,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,soil_organic_carbon,,,structural_suitability,scoping_candidate,cited_secondary,practice_technology,,high,"the extensive loss of soil organic matter is diminishing the productive capacity of Ethiopia's agricultural land and reducing soils' capacity to retain moisture, leaving rainfed farms more vulnerable to drought.",82,false,soil organic matter,,,Ethiopia country context,page,,,,,,
ev_tenure_security_fsrp22_1,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,tenure_security,,,structural_suitability,scoping_candidate,cited_secondary,practice_technology,,high,"According to SIGI, the legal framework for land tenure is relatively gender equal, but customary law and traditional practices often supersede it, and enforcement is weak. As a result, 85 percent of land is held in men's names, which perpetuates gender inequalities that affect women's access to productive resources, credit,",110,false,land tenure,,,"Madagascar country context, citing OECD SIGI 2019",page,,,,,,
ev_conflict_fragility_index_fsrp22_1,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,conflict_fragility_index,,,structural_suitability,scoping_candidate,table,practice_technology,,high,Ethiopia: Fragility and conflict situations in the country; weak PFM and internal audit oversight capacities and weaker infrastructure and communication technology,154,false,fragility and conflict,,,"FM Risk Table A7.1, country-level inherent risk rating H (High)",page,,,,,,
ev_extension_governance_fsrp22_1,wb_fsrp_2022,agroforestry,agroforestry__planted_silvoarable,extension_governance,,,structural_suitability,scoping_candidate,primary_measured,practice_technology,,high,"The subcomponent will conduct participatory appraisals of the current agricultural extension system to identify its structural weaknesses, understand the roles and links of different stakeholders, and identify (and prioritize) ways in which extension services can reduce farmers' vulnerability, thus increasing the system's capacity to support farmer resilience.",89,false,agricultural extension system,,,Ethiopia FSRP Sub-component on extension system strengthening,page,,,,,,
ev_tenure_security_kcsap16_1,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,tenure_security,,"{""country"": ""Kenya"", ""system"": ""smallholder_agriculture""}",structural_suitability,scoping_candidate,cited_secondary,practice_technology,,high,"Women constitute over 70 percent of the agricultural labor force but hold less than 5 percent of agricultural land titles, although weak land rights reduce incentives to invest in land and its productivity.",15,false,land titles / land rights,,,,page,,,,,,
ev_annual_precipitation_kcsap16_1,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,annual_precipitation,,"{""country"": ""Kenya"", ""system"": ""mixed_crop_livestock""}",structural_suitability,scoping_candidate,table,practice_technology,,high,"The smallholder mixed crop-livestock system is found in areas that receive an average annual rainfall of more than 1,000 mm (high-rainfall zones or non-ASAL areas), spreading from central Kenya through the central Rift Valley to western Kenya and the coastal strip.",47,false,annual rainfall,,,,page,,,,,,
ev_annual_precipitation_kcsap16_2,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,annual_precipitation,,"{""country"": ""Kenya"", ""system"": ""agro_silvo_pastoral"", ""aez"": ""semi_arid""}",structural_suitability,scoping_candidate,table,practice_technology,,high,"The crop-livestock-tree production (agro-silvo-pastoral) system is most prevalent in areas that receive an average annual rainfall of 750–1,000 mm (medium rainfall zones or semi-arid areas). This system focuses on the integration of livestock and crops, soil and water conservation, and the production of drought-tolerant and early maturing crops.",47,false,annual rainfall,,,,page,,,,,,
ev_aridity_index_kcsap16_1,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,aridity_index,,"{""country"": ""Kenya"", ""system"": ""pastoral_rangeland"", ""aez"": ""arid""}",structural_suitability,scoping_candidate,table,practice_technology,,high,"The pastoral/extensive livestock production system38 is most common in areas where average annual rainfall is 200–750 mm (low-rainfall zones or arid areas), stretching from northern and northeastern Kenya to the southern areas bordering Tanzania.",47,false,arid areas / low-rainfall zones,,,,page,,,,,,
ev_land_cover_kcsap16_1,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,land_cover,,"{""country"": ""Kenya"", ""system"": ""agro_pastoral"", ""window"": ""CIG_Window_I_II""}",structural_suitability,scoping_candidate,table,practice_technology,,high,"Windbreaks, hedgerows, enhanced clearing, live-hedge establishment … Promotion of non-timber forest products … Creating agro-forestry parks … Nursery (village or individual)",60,false,sustainable landscape management TIMPs,,,,page,,,,,,
ev_extension_governance_kcsap16_1,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,extension_governance,,"{""country"": ""Kenya"", ""mechanism"": ""CDD_advisory""}",structural_suitability,scoping_candidate,cited_secondary,practice_technology,,medium,contracting private advisory service providers to facilitate mobilization of community institutions and assist in Micro-project planning and implementation,21,false,advisory service providers,,,,page,,,,,,
ev_finance_credit_access_kcsap16_1,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,finance_credit_access,,"{""country"": ""Kenya"", ""mechanism"": ""matching_grant""}",structural_suitability,scoping_candidate,cited_secondary,practice_technology,,medium,Matching grants will be provided through three windows: (i) community-level investments to finance microprojects (Agro-Pastoral Micro-projects); (ii) county-level investments to finance relatively larger subprojects that benefit multiple wards or communities (Agro-Pastoral Subprojects); and (iii) productive alliance investments through PPPs with producers (PPP Subprojects). Beneficiaries must contribute at least 10 percent of the cost of their microprojects.,21,false,matching grants,,,,page,,,,,,
ev_market_value_chain_kcsap16_1,wb_kcsap_2016,agroforestry,agroforestry__planted_silvoarable,market_value_chain,,"{""country"": ""Kenya"", ""mechanism"": ""value_chain_development""}",structural_suitability,scoping_candidate,cited_secondary,practice_technology,,medium,"Value chain approach:40 An approach that focuses on developing priority agricultural, livestock, and fisheries commodities in the respective counties through interventions covering production, value addition, and links to markets will be taken. This approach will look at supply chains, delivery channels, and enabling environment issues to identify and address bottlenecks and leverage points in the value chains.",48,false,value chain approach,,,,page,,,,,,
ev_tree_canopy_cover_zomer14_1,zomer_2014,agroforestry,agroforestry__planted_silvoarable,tree_canopy_cover,"{""threshold"": 10, ""unit"": ""%"", ""direction"": ""presence_above"", ""note"": ""10% tree cover = FAO forest definition; 43% of global agricultural land exceeds this""}",,structural_suitability,literature_relationship,primary_measured,practice_technology,,high,"in 2010, 43% of all agricultural land globally had at least 10% tree cover and that this has increased by 2% over the previous ten years",1,false,tree cover on agricultural land,,,Zomer et al. 2014 primary analysis; tree cover data from MOD44B MODIS VCF Collection 5,page,,,,,,
ev_tree_canopy_cover_zomer14_2,zomer_2014,agroforestry,agroforestry__planted_silvoarable,tree_canopy_cover,"{""class_high"": "">45%"", ""class_moderate"": ""10-30%"", ""class_low"": ""<10%"", ""class_unclassified_gap"": ""30-45% (not named in quote)"", ""unit"": ""%"", ""note"": ""observed distribution by bioclimatic zone; 30-45% band not labelled in source text""}",,structural_suitability,literature_relationship,primary_measured,practice_technology,,low,"High tree cover (>​45%) was found in the humid regions such as Southeast Asia, Central America, eastern South America and central and coastal West Africa. Tree cover was moderate (10–30%) in the majority of agricultural areas in South Asia, sub-humid Africa, Central and Western Europe, Amazonian South America, and Midwestern North America. At the other extreme are agricultural areas with low (<​10%) tree cover such as Eastern China, Northwest India and the Punjab, Western Asia, the southern border of the Sahara, the northern prairies of North America and Southwest Australia.",3,false,tree cover on agricultural land,,,"[VERIFY-FLAG mismatch: Quote gives three named classes (>45%, 10-30%, <10%) leaving a 30-45% band unnamed. Relationship silently collapses to t] Primary remote-sensing analysis using MOD44B MODIS VCF 250m, GLC2000",page,,,,,,
ev_tree_canopy_cover_zomer14_3,zomer_2014,agroforestry,agroforestry__planted_silvoarable,tree_canopy_cover,"{""type"": ""linear"", ""min_cover_pct"": 0, ""baseline_carbon_tC_ha"": 5, ""max_cover_pct"": ""zone-specific Mixed Forest maximum (not quantified in quote)"", ""note"": ""linear increase from 5 tC/ha at 0% tree cover to zone-specific Mixed Forest ceiling; ceiling varies by IPCC carbon zone""}",,structural_suitability,literature_relationship,modelled,practice_technology,,low,"Biomass carbon is equal to the default Tier 1 value for agricultural land (5 tC/ha) when there are no trees on that land, ◦ (i.e. tree cover =​ 0%). There is an incremental linear increase of tC/ha proportionally as tree cover increases from the baseline (5 tC/ha at 0% tree cover) up to the maximum value for Mixed Forest in that specific carbon zone",10,false,tree cover (% of grid cell),,,[VERIFY-FLAG mismatch: max_cover_pct=100 is not stated in quote. Quote says the linear increase runs 'up to the maximum value for Mixed Forest ] IPCC Tier 1 GPG method (Ruesch & Gibbs 2008); Zomer et al. modelled extension,page,,,,,,
ev_land_cover_zomer14_1,zomer_2014,agroforestry,agroforestry__planted_silvoarable,land_cover,"{""eligible_classes"": [""Cultivated and Managed Areas"", ""Cropland/Other Natural Vegetation""], ""source_dataset"": ""GLC2000"", ""note"": ""only two classes present in this quote; third class (Cropland/Tree Cover Mosaic) cited from p.10 — needs separate evidence unit or expanded quote""}",,structural_suitability,literature_relationship,table,practice_technology,,low,"Three agricultural land use types from the Global Land Cover 2000 database were included in our ""Agricultural Land"" class: • Cultivated and Managed Areas (agriculture — intensive), • Cropland/Other Natural Vegetation (non-trees: mosaic agriculture/degraded vegetation).",9,false,Agricultural Land class (GLC2000),,Global Land Cover 2000 (GLC2000),[VERIFY-FLAG mismatch: Quote text contains only two bullet points. Third class 'Cropland/Tree Cover Mosaic' is acknowledged in the note as 'lis],page,,,,,,
ev_land_cover_zomer14_2,zomer_2014,agroforestry,agroforestry__planted_silvoarable,land_cover,"{""global_agricultural_area_km2"": 22200000, ""source_dataset"": ""GLC2000"", ""note"": ""global agricultural land extent used as study domain; scale reference for suitability analysis""}",,structural_suitability,literature_relationship,primary_measured,practice_technology,,high,Overall the amount of area classed as agricultural is ~22.2 million km2 (GLC2000).,2,false,agricultural area (km2),,Global Land Cover 2000 (GLC2000),,page,,,,,,
ev_aridity_index_zomer14_1,zomer_2014,agroforestry,agroforestry__planted_silvoarable,aridity_index,"{""direction"": ""negative"", ""note"": ""aridity is the primary bioclimatic driver of tree cover on agricultural land; humid (low aridity) = high cover; arid = low cover""}",,structural_suitability,literature_relationship,primary_measured,practice_technology,,high,"The distribution of tree cover on agricultural land broadly followed bioclimatic zones – in particular aridity. High tree cover (>​45%) was found in the humid regions such as Southeast Asia, Central America, eastern South America and central and coastal West Africa.",3,false,aridity / bioclimatic zones,,Aridity-Wetness Index (ref 50),,page,,,,,,
ev_aridity_index_zomer14_2,zomer_2014,agroforestry,agroforestry__planted_silvoarable,aridity_index,"{""direction"": ""negative"", ""note"": ""aridity negatively associated with tree cover on agricultural land; humid regions = higher biomass carbon""}",,structural_suitability,literature_relationship,primary_measured,practice_technology,,high,"In summary, both tree cover and consequently biomass carbon on agricultural land tend to be higher in humid regions.",3,false,aridity,,Aridity-Wetness Index,,page,,,,,,
ev_t3_fuel_load_abstract_batcheler24_1,batcheler_silvopasture_2024,agroforestry,agroforestry__silvopastoral,fire_hazard,"{""direction"": ""negative"", ""qualifier"": ""silvopasture reduces grass biomass, litter, and duff depth, thereby reducing fuel loads and wildfire risk; measured at two Washington State ponderosa pine sites"", ""unit"": ""qualitative""}","{""hazard_type"": ""fire"", ""farming_system"": ""agro_pastoral"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""moderate"", ""timescale_of_effect"": ""medium_term_3_7yr""}",climate_risk,literature_relationship,primary_measured,practice_technology,,high,"silvopasture management results in reductions in grass biomass, litter, and duff depth when compared to non-grazed managed forest. These findings point to the integrated nature of silvopasture, where management of overstory composition and structure, understory vegetation, and grazing can reduce fuel loads and potential wildfire risk.",1,false,fuel loads and potential wildfire risk,,,Temperate-US scope (Washington State dryland ponderosa pine forest); Mediterranean studies referenced but not the primary site. Findings may not transfer directly to tropical/subtropical or humid-temperate silvopastoral systems.,page,,,,,,
ev_t3_fire_freq_batcheler24_3,batcheler_silvopasture_2024,agroforestry,agroforestry__silvopastoral,wildfire_mitigation,"{""direction"": ""negative"", ""qualifier"": ""potential (not measured) reduction in fire frequency — reduced overstory density and spatial variability vs other land uses; epistemic claim only"", ""unit"": ""qualitative"", ""confidence"": ""potential""}","{""hazard_type"": ""fire"", ""farming_system"": ""agro_pastoral"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""moderate"", ""timescale_of_effect"": ""long_term_7yr_plus""}",climate_risk,literature_relationship,cited_secondary,practice_technology,,low,"The reduced density and increased spatial variability of the overstory, combined with other silvopasture management practices, has the potential of reducing fire frequency when compared to other land uses.",2,false,reducing fire frequency,,,"[VERIFY-FLAG mismatch: quote says ""has the potential of reducing fire frequency"" (conditional/hypothetical); direction field asserts ""negative""] Temperate-US paper; claim cites Mediterranean/other research (ref 32). Mechanism is overstory structure management.",page,,,,,,
ev_t3_herbaceous_fuel_batcheler24_4,batcheler_silvopasture_2024,agroforestry,agroforestry__silvopastoral,wildfire_mitigation,"{""direction"": ""negative"", ""qualifier"": ""rotational grazing removes understory biomass, reducing herbaceous surface fuel loads"", ""unit"": ""qualitative""}","{""hazard_type"": ""fire"", ""farming_system"": ""agro_pastoral"", ""risk_role"": ""livelihood_mitigation"", ""mitigation_potential"": ""moderate"", ""timescale_of_effect"": ""short_term_1_3yr""}",climate_risk,literature_relationship,cited_secondary,practice_technology,,high,"For livestock, use of rotational grazing in a silvopasture has been found to effectively remove understory biomass, thus reducing herbaceous surface fuel loads.",2,false,reducing herbaceous surface fuel loads,,,"Temperate-US paper; claim cites Mediterranean silvopasture research (refs 28, 33). Mechanism: rotational grazing forage consumption.",page,,,,,,
